_id,comment_number,comment_text,Name
64df0e7babdfc5db9e16193b,109,me,Alone
64df0e7babdfc5db9e16193c,110,Hace 6 años la escuché por primera vez y aún se siente la misma emoción,Alone
64df0e7babdfc5db9e16193d,111,foot,Alone
64df0e7babdfc5db9e16193e,112,time goes fast.. its been 6 years since i listened to this song,Alone
64df0e7babdfc5db9e16193f,113,It brings me deep feelings,Alone
64df0e7babdfc5db9e161940,114,Good song,Alone
64df0e7babdfc5db9e161941,115,Any budy this movie name,Alone
64df0e7babdfc5db9e161942,116,It's been 6 years some there listening to this,Alone
64df0e7babdfc5db9e161943,117,13-08-2023 y yo sigo escuchando esta canción❤❤,Alone
64df0e7babdfc5db9e161944,118,just Amazing😮❤,Alone
64df0e7babdfc5db9e161945,119,roblox bully story,Alone
64df0e7babdfc5db9e161946,120,"I wAnna know 2060, if i can hear this. Song again, im 33yrs old now😢",Alone
64df0e7babdfc5db9e161947,121,After 6yrs anyone listening to this masterpiece made by such a great man 🫀,Alone
64df0e7babdfc5db9e161948,122,❤❤❤❤❤❤,Alone
64df0e7babdfc5db9e161949,123,Love Alan walker,Alone
64df0e7babdfc5db9e16194a,124,❤❤😉😉👍🏿👍🏿🤩🤩✨✨⭐⭐🌟🌟💫💫😍😍💋💋♥️♥️🥰🥰😉😗😙😚😘🥰😍🤩🥳🤠😇🤑🤓😎💫⭐🌟✨🎉🎊🎂🎀🎈🎁🎇🎆🎇🎆🎇🎆🎄🎄🎄🎇🎆🎇🎆,Alone
64df0e7babdfc5db9e16194b,125,Billions views,Alone
64df0e7babdfc5db9e16194c,126,Timeflies,Alone
64df0e7babdfc5db9e16194d,127,Ok👌,Alone
64df0e7babdfc5db9e16194e,128,好听,Alone
64df0e7babdfc5db9e16194f,129,2023?,Alone
64df0e7babdfc5db9e161950,130,Master never end,Alone
64df0e7babdfc5db9e161951,131,i whant to join you🙂🙂🙂,Alone
64df0e7babdfc5db9e161952,132,Nostalgia 10 out of 10 I can feel it,Alone
64df0e7babdfc5db9e161953,133,It's been six years 🙂 we are growing older boys,Alone
64df0e7babdfc5db9e161954,134,Nostalgia,Alone
64df0e7babdfc5db9e161955,135,আই লাভ ইউ আল্লাহ ❤❤❤আই লাভ ইউ হযরত মুহাম্মদ সাল্লাল্লাহু আলাইহি ওয়াসাল্লাম ❤❤❤,Alone
64df0e7babdfc5db9e161956,136,What is the name of the song?,Alone
64df0e7babdfc5db9e161957,137,i love you mubark,Alone
64df0e7babdfc5db9e161958,138,I like alan walker music all,Alone
64df0e7babdfc5db9e161959,139,Amusing song🎉,Alone
64df0e7babdfc5db9e16195a,140,2023؟,Alone
64df0e7babdfc5db9e16195b,141,My fav forever🌻,Alone
64df0e7babdfc5db9e16195c,142,😂,Alone
64df0e7babdfc5db9e16195d,143,Me,Alone
64df0e7babdfc5db9e16195e,144,2023 anyone ?,Alone
64df0e7babdfc5db9e16195f,145,"Kudos to you Alan, thank you for these 2019 memorable memories.",Alone
64df0e7babdfc5db9e161960,146,Im leaving this comment so any notification will remind me of this song,Alone
64df0e7babdfc5db9e161961,147,someone 2023?,Alone
64df0e7babdfc5db9e161962,148,2023  ❤,Alone
64df0e7babdfc5db9e161963,149,Up from 2023🤘,Alone
64df0e7babdfc5db9e161964,150,I am still listening after six years,Alone
64df0e7babdfc5db9e161965,151,2023 ? me and ... ?,Alone
64df0e7babdfc5db9e161966,152,HON ลงด้วยแน่นอน By HON HEROES OF NEWERTH Nickname's HON ปัจจุบันนี้มีสนับสีรุ้งแล้ว.,Alone
64df0e7babdfc5db9e161967,153,I love the song,Alone
64df0e7babdfc5db9e161968,154,0:03,Alone
64df0e7babdfc5db9e161969,155,Tengo 20 años y aún amo está canción ❤,Alone
64df0e7babdfc5db9e16196a,156,I am not alone,Alone
64df0e7babdfc5db9e16196b,157,Back in 2023 <33 this song is amazing,Alone
64df0e7babdfc5db9e16196c,158,Piano tiles 2 😭,Alone
64df0e7babdfc5db9e16196d,159,"Es increíble como ha mejorado la electrónica de las canciones, eres una auténtica joya Alan🥇",Alone
64df0e7babdfc5db9e16196e,160,This is my favorite song since 2016 it's a work of art,Alone
64df0e7babdfc5db9e16196f,161,",🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳 love indian alone Walker",Alone
64df0e7babdfc5db9e161970,162,Ok. Tx even Government get block site.,Alone
64df0e7babdfc5db9e161971,163,Wow whats can,Alone
64df0e7babdfc5db9e161972,164,WE MAKING IT OUT OF DANCING LINE WITH THIS ONE 🗣🗣🗣🔥🔥🔥 (RIP Dancing Line),Alone
64df0e7babdfc5db9e161973,165,この曲はまだまだ健在であり、まだまだ伸びます!,Alone
64df0e7babdfc5db9e161974,166,"I love Alan Walker's songs, I really like them",Alone
64df0e7babdfc5db9e161975,167,I love alanwalker ❤,Alone
64df0e7babdfc5db9e161976,168,The walker join on the city the city looks like from call of duty,Alone
64df0e7babdfc5db9e161977,169,Low,Alone
64df0e7babdfc5db9e161978,170,339,Alone
64df0e7babdfc5db9e161979,171,Toxic,Alone
64df0e7babdfc5db9e16197a,172,Join,Alone
64df0e7babdfc5db9e16197b,173,"Alan, you've inspired me in my music career, thank you",Alone
64df0e7babdfc5db9e16197c,174,Skizo,Alone
64df0e7babdfc5db9e16197d,175,The vibes still same like 6 years ago,Alone
64df0e7babdfc5db9e16197e,176,hello I'm from and live in vietnamese xin chao cac ban minh ten la ngocanh and when I love this muisic  I love your country 😘😍🥰,Alone
64df0e7babdfc5db9e16197f,177,Alan walker and marsmallow must be perfect duo🎉😊,Alone
64df0e7babdfc5db9e161980,178,When alan walker carries Roblox,Alone
64df0e7babdfc5db9e161981,179,I just listen it 57 times and I can listen it more ... This song is 🥶🥶🥶🥶🥶☠️☠️☠️☠️,Alone
64df0e7babdfc5db9e161982,180,1:25 this part is smth else,Alone
64df0e7babdfc5db9e161983,181,So genuine. She neers 30 sec to string an level 1 sentence together💁,Alone
64df0e7babdfc5db9e161984,182,Never loses it’s feeling 😍😍😍😍,Alone
64df0e7babdfc5db9e161985,183,terraria,Alone
64df0e7babdfc5db9e161986,184,The  Best Song in the World ❤❤🎉,Alone
64df0e7babdfc5db9e161987,185,Keren,Alone
64df0e7babdfc5db9e161988,186,กระดิ่งโหลดบุตรธรรม,Alone
64df0e7babdfc5db9e161989,187,God❤,Alone
64df0e7babdfc5db9e16198a,188,cool,Alone
64df0e7babdfc5db9e16198b,189,Beat saber need to add Alan Walker to the game,Alone
64df0e7babdfc5db9e16198c,190,muito bom nmrl!,Alone
64df0e7babdfc5db9e16198d,191,Still listening 😊,Alone
64df0e7babdfc5db9e16198e,192,"this music is always actual, well done ALAN WALKER, I ADORE FOR YOUR MUSICS, ESPECIALLY ""ALONE""❤❤))",Alone
64df0e7babdfc5db9e16198f,193,Bruh,Alone
64df0e7babdfc5db9e161990,194,Incredible!!!,Alone
64df0e7babdfc5db9e161991,195,well done man,Alone
64df0e7babdfc5db9e161992,196,Saniket S Namnaik,Alone
64df0e7babdfc5db9e161993,197,Every vietnamese youtuber in 2014 s  use this song to make intro,Alone
64df0e7babdfc5db9e161994,198,Love From Bangladesh ❤🇧🇩,Alone
64df0e7babdfc5db9e161995,199,I know I'm not Alone 🇧🇷,Alone
64df0e7babdfc5db9e161996,200,Me like this song,Alone
64df0e7babdfc5db9e161997,201,Amo essa música ❤,Alone
64df0e7babdfc5db9e161998,202,تحفة فنية رائعة ❤❤,Alone
64df0e7babdfc5db9e161999,203,A love this music and i use this music for my expoxing in English thanks Alan Walker :),Alone
64df0e7babdfc5db9e16199a,204,"умели ведь раньше музыку писать молодец до сих пор звучит♥♥♥ they knew how to write music before, well done still sounds ♥♥♥",Alone
64df0e7babdfc5db9e16199b,205,He come on 2023,Alone
64df0e7babdfc5db9e16199c,206,Who here in 2023 ?!,Alone
64df0e7babdfc5db9e16199d,207,Bruh. I remember I would listen to this all the time in 2017 when everything was perfect for me,Alone
64df0e7babdfc5db9e16199e,208,LETS RIDE US,Alone
64df0e7babdfc5db9e16199f,209,今高1で、急に思い出したから聞きにきた。小4のとき四六時中聞いてたな〜,Alone
64df0e7babdfc5db9e1619a0,210,Alan has three of the worlds best songs do you know them ?,Alone
64df0e7babdfc5db9e1619a1,211,Hablen en español pliiisss,Alone
64df0e7babdfc5db9e1619a2,212,❤,Alone
64df0e7babdfc5db9e1619a3,213,1:23 I heard this lyrics as \n‘Take ur phone away’ 💀,Alone
64df0e7babdfc5db9e1619a4,214,Nostalgia gua cok😢,Alone
64df0e7babdfc5db9e1619a5,215,09/08/2023 🤡🇹🇿❤️,Alone
64df0e7babdfc5db9e1619a6,216,I love the Songs😊❤🙂,Alone
64df0e7babdfc5db9e1619a7,217,"It's been 6 years since I haven't listened to it anymore, finally I can hear it again 😊",Alone
64df0e7babdfc5db9e1619a8,218,Nice 💯 song lyrics 😢but not feal at real😢to our life because I am Bangladeshe person 😢.so me could not lead my life luxreas,Alone
64df0e7babdfc5db9e1619a9,219,Highschool days🥺🥲 \nI love this song super,Alone
64df0e7babdfc5db9e1619aa,220,Memories.,Alone
64df0e7babdfc5db9e1619ab,221,Great song Wowzers!🥰,Alone
64df0e7babdfc5db9e1619ac,222,❤🎉,Alone
64df0e7babdfc5db9e1619ad,223,Bro Is magic,Alone
64df0e7babdfc5db9e1619ae,224,I love thissssss. It brings memories when i hear it to chill and relax whilst playing roblox 😢😭❤️,Alone
64df0e7babdfc5db9e1619af,225,Alina ...,Alone
64df0e7babdfc5db9e1619b0,226,Me encantan tus videos son de lo mejor que e visto en el mundo 🌎🌍,Alone
64df0e7babdfc5db9e1619b1,227,"Сейчас 2023, а этот шедевр до сих пор лучшее",Alone
64df0e7babdfc5db9e1619b2,228,Buenaso,Alone
64df0e7babdfc5db9e1619b3,229,Alan can you like I'm from Kazakhstan I'm sorry if the translation is bad❤❤❤,Alone
64df0e7babdfc5db9e1619b4,230,Imagine today is my first day to watch this video 08/08/23 so nice,Alone
64df0e7babdfc5db9e1619b5,231,Toto bola prvá pieseň od Alana Walkera ktorú som počul. Je fakt skvelá,Alone
64df0e7babdfc5db9e1619b6,232,Hello again \nIm back after all these years and this still hits harder than a semi,Alone
64df0e7babdfc5db9e1619b7,233,your mask is fantastic,Alone
64df0e7babdfc5db9e1619b8,234,Not alone anymore,Alone
64df0e7babdfc5db9e1619b9,235,Yo don't are Alone❤😢,Alone
64df0e7babdfc5db9e1619ba,236,2023🎉,Alone
64df0e7babdfc5db9e1619bb,237,🥲🥲🥲🥲,Alone
64df0e7babdfc5db9e1619bc,238,I am not alone really rocks❤,Alone
64df0e7babdfc5db9e1619bd,239,I am gonna make it Alone.👍,Alone
64df0e7babdfc5db9e1619be,240,Fun fact:in new year 2022 we blast this song in our house😂 this song is a masterpiece bro,Alone
64df0e7babdfc5db9e1619bf,241,Who thinks this brings back so many memories? 😭💖\n\n👇,Alone
64df0e7babdfc5db9e1619c0,242,I m not alone..,Alone
64df0e7babdfc5db9e1619c1,243,WE GETTIN OUTTA THE TYCOON WITH THIS ONE🗣️🔥🔥🔥🔥🔥,Alone
64df0e7babdfc5db9e1619c2,244,i know this song. this is his song?,Alone
64df0e7babdfc5db9e1619c3,245,Im leaving this comment here so after a month or a year i get reminded of this song ❤,Alone
64df0e7babdfc5db9e1619c4,246,Is it a refernce to Watch dogs,Alone
64df0e7babdfc5db9e1619c5,247,Who's still listening to this piece from heaven in august now?,Alone
64df0e7babdfc5db9e1619c6,248,❤❤❤,Alone
64df0e7babdfc5db9e1619c7,249,"It's been 6 years since I haven't listened to it anymore, finally I can hear it again 😊",Alone
64df0e7babdfc5db9e1619c8,250,"A wise man once said ""When you are happy, you enjoy the melody, but when you are sad, you understand the lyrics."" Same goes to this song.",Alone
64df0e7babdfc5db9e1619c9,251,My third song i wrote about🎉,Alone
64df0e7babdfc5db9e1619ca,252,coming back after years- the message still hits the same; deep and beautiful. we are never alone❤❤🥔🥔,Alone
64df0e7babdfc5db9e1619cb,253,This is masterpiece i love this song when i was 6-8,Alone
64df0e7babdfc5db9e1619cc,254,진짜 ㄹㅇ 개좋다 노래,Alone
64df0e7babdfc5db9e1619cd,255,"proud to say I've been with Alan since I was a kid, since his beginning, proud to be a Walker and see where he is, thank you for making my childhood Alan, you are a legend, your songs helped me in many moments and alone was one of them, you are amazing,I still listen to them today and they never lose their magic of being perfect and masterpieces, *YOU ARE A LEGEND ALAN, HUGS FROM BRAZIL* 🇧🇷♥️",Alone
64df0e7babdfc5db9e1619ce,256,I don't know if they will see my comment but Thai fans really like your song.😂,Alone
64df0e7babdfc5db9e1619cf,257,😹 nose porque me recuerda los momos,Alone
64df0e7babdfc5db9e1619d0,258,"Ela joga solo,de Katarina?bote coração,kkk",Alone
64df0e7babdfc5db9e1619d1,259,Mantap kontol,Alone
64df0e7babdfc5db9e1619d2,260,Una canción que escuchaba a los 6 y porfin la encontré a los 11,Alone
64df0e7babdfc5db9e1619d3,261,Yo y los papus cuando suena:,Alone
64df0e7babdfc5db9e1619d4,262,Find our true self. We're not alone. Salam semesta.,Alone
64df0e7babdfc5db9e1619d5,263,the masks and black hoodies makes me think of annoying paid (by Soros) 'climate activists'. anyone else agree?,Alone
64df0e7babdfc5db9e1619d6,264,we are all alone. at all times 👍👍 that gives me comfort,Alone
64df0e7babdfc5db9e1619d7,265,I know I'm not alone!,Alone
64df0e7babdfc5db9e1619d8,266,A,Alone
64df0e7babdfc5db9e1619d9,267,"Who has heard this song of a legend in the month of August 2023, winning the hearts of people?",Alone
64df0e7babdfc5db9e1619da,268,2023,Alone
64df0e7babdfc5db9e1619db,269,lm your big fangirl alan walker :),Alone
64df0e7babdfc5db9e1619dc,270,Soy el comentario en español que estabas buscando!,Alone
64df0e7babdfc5db9e1619dd,271,Amazing song ❤❤,Alone
64df0e7babdfc5db9e1619de,272,2023 anyone?,Alone
64df0e7babdfc5db9e1619df,273,If this night is not Forever😊❤ It's a Masterpiece Forever,Alone
64df0e7babdfc5db9e1619e0,274,Last,Alone
64df0e7babdfc5db9e1619e1,275,6 years have passed but this song is still interesting,Alone
64df0e7babdfc5db9e1619e2,276,Immediately flashback to 2020-2018😢😢😢😢😢,Alone
64df0e7babdfc5db9e1619e3,277,Me vietnam love songs alone nice 😍😍😍🇻🇳🇻🇳🤜🤛🇪🇺🇬🇧🇳🇴🇳🇴🤝🎵,Alone
64df0e7babdfc5db9e1619e4,278,Thật sự nghe bài này rất hay Tuổi Thơ ùa về Khi Nói Alan Walker là 1 Dj Trẻ nhưng Anh Ấy đã xáng tác Và tạo nhiều bài hát Hay Quá Đỉnh,Alone
64df0e7babdfc5db9e1619e5,279,Like chainsmokers and Milky Chance\n1:45,Alone
64df0e7babdfc5db9e1619e6,280,por incrível que pareça estou ouvindo pela primeira vez,Alone
64df0e7babdfc5db9e1619e7,281,❤️,Alone
64df0e7babdfc5db9e1619e8,282,Pov: Era 2017 e você queria achar uma música triste,Alone
64df0e7babdfc5db9e1619e9,283,"Listening to this masterpiece after years feels different, in a good way.",Alone
64df0e7babdfc5db9e1619ea,284,6th august 2023 and still masterpiece,Alone
64df0e7babdfc5db9e1619eb,285,Alan Walker 'You are not Alone because You have subscribers followers who loves you' :)\nAnd good friends 🙂,Alone
64df0e7babdfc5db9e1619ec,286,Anyone watching this still in 2023,Alone
64df0e7babdfc5db9e1619ed,287,1.3b awasome,Alone
64df0e7babdfc5db9e1619ee,288,I hope no one ever forgets this song,Alone
64df0e7babdfc5db9e1619ef,289,Walker join.. 2023 still alone i'm back to 2016..,Alone
64df0e7babdfc5db9e1619f0,290,still the best edm song ever,Alone
64df0e7babdfc5db9e1619f1,291,Pubg lover here❤,Alone
64df0e7babdfc5db9e1619f2,292,6 years and still a masterpiece (:❤❤❤,Alone
64df0e7babdfc5db9e1619f3,293,My favourite song Alone walker alone😊😊😊😊😊 i love alone 😊love from bangladesh🇧🇩🇧🇩🇧🇩🇧🇩🥰🥰🥰🥰😍😍😍,Alone
64df0e7babdfc5db9e1619f4,294,Who's still listening to this masterpiece,Alone
64df0e7babdfc5db9e1619f5,295,My 2018 gacha phase 😭😭,Alone
64df0e7babdfc5db9e1619f6,296,It's 2023 and I still watch this,Alone
64df0e7babdfc5db9e1619f7,297,A,Alone
64df0e7babdfc5db9e1619f8,298,Who here in August 2023!!!,Alone
64df0e7babdfc5db9e1619f9,299,remember when playing minecraft with my friends who are now separated🙂,Alone
64df0e7babdfc5db9e1619fa,300,I see alan walker face👀,Alone
64df0e7babdfc5db9e1619fb,301,Time am I right it’s now 2023 and about to be 2024,Alone
64df0e7babdfc5db9e1619fc,302,It's been 6 years but I'm still listenning the best song❤,Alone
64df0e7babdfc5db9e1619fd,303,Alan Walker ❤❤❤,Alone
64df0e7babdfc5db9e1619fe,304,Sometimes being lonely doesn’t mean because you’re alone. You're just missing someone absent. 💙 💙 💙,Alone
64df0e7babdfc5db9e1619ff,305,how cool you are,Alone
64df0e7babdfc5db9e161a00,306,esta musica siempre la escucho en ships xd,Alone
64df0e7babdfc5db9e161a01,307,Aku tidak sendiri ada Allah subhana wa taala di hatiku❤,Alone
64df0e7babdfc5db9e161a02,308,This is amazing music I even memorized it,Alone
64df0e7babdfc5db9e161a03,309,just the god with u💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪💪,Alone
64df0e7babdfc5db9e161a04,310,"Песня детства, спасибо за этот шедевр!!❤❤❤",Alone
64df0e7babdfc5db9e161a05,311,blud has clone vpn 💀,Alone
64df0e7babdfc5db9e161a06,312,Me in 2023😞😞😞,Alone
64df0e7babdfc5db9e161a07,313,6 years  song  ❤❤❤ 2023,Alone
64df0e7babdfc5db9e161a08,314,I know I’m not alone.. I know I’m not alone..❤,Alone
64df0e7babdfc5db9e161a09,315,Tôi đến từ Việt Nam và là từ tương lai 😢😢,Alone
64df0e7babdfc5db9e161a0a,316,2:16,Alone
64df0e7babdfc5db9e161a0b,317,😢,Alone
64df0e7babdfc5db9e161a0c,318,Your songs are a masterpiece ❤ may good bless you!,Alone
64df0e7babdfc5db9e161a0d,319,i really like this song in my whole life and it makes me cry😢😢😢,Alone
64df0e7babdfc5db9e161a0e,320,My favourite song my house India 🇮🇳😊,Alone
64df0e7babdfc5db9e161a0f,321,Crazy iv been listening to these songs for years without even knowing it was him,Alone
